Transaction_ID,Customer_ID,Customer_Name,Customer_Email,Gender,Province,Order_Date,Load_Timestamp,Product_Category,Quantity,Unit_Price,Discount_Rate,Transaction_Amount,Payment_Method,Order_Status,Is_Promotion,Customer_Email_Was_Missing,Province_Was_Missing,Order_Date_Parse_Method,Order_Date_Was_Imputed,Quantity_Was_Invalid,Expected_Amount,Accuracy_Flag,Status_Was_Invalid,Outlier_Flag_Before_Capping,Transaction_Amount_Before_Capping,Load_Delay_Hours,Is_Late_Load
T000488,C0110,Mook Srisawat,mook.srisawat110@example.com,F,Nakhon Ratchasima,2026-04-18,2026-04-18 01:00:00,Food,1,269.19,0.1,242.27,Bank Transfer,Returned,N,0,0,YYYY/MM/DD,0,0,242.27,0,0,0,242.27,1.0,0
T000214,C0156,Beam Kittikul,beam.kittikul156@example.com,M,Chanthaburi,2026-06-26,2026-06-26 02:00:00,Sports,5,130.87,0.2,523.48,Bank Transfer,Returned,N,0,0,DD/MM/YYYY,0,0,523.48,0,0,0,523.48,2.0,0
T000231,C0156,Beam Kittikul,beam.kittikul156@example.com,M,Chanthaburi,2026-02-23,2026-02-23 08:00:00,Home,2,141.82,0.0,283.64,Bank Transfer,Processing,N,0,0,MM/DD/YYYY,0,0,283.64,0,0,0,283.64,8.0,0
T000037,C0068,Beam Sukjai,beam.sukjai68@example.com,F,Bangkok,2026-02-04,2026-02-04 04:00:00,Sports,4,365.29,0.0,1461.16,Credit Card,Completed,N,0,0,YYYY-MM-DD,0,0,1461.16,0,0,0,1461.16,4.0,0
T000543,C0179,Jane Chaiyo,jane.chaiyo179@example.com,F,Chanthaburi,2026-06-01,2026-06-01 19:00:00,Sports,6,300.46,0.0,1802.76,PromptPay,Unknown,N,0,0,MM/DD/YYYY,0,0,1802.76,0,1,0,1802.76,19.0,0
T000414,C0030,May Thongdee,may.thongdee30@example.com,M,Nakhon Ratchasima,2026-04-10,2026-04-10 07:00:00,Electronics,3,158.95,0.0,476.85,Bank Transfer,Cancelled,N,0,0,YYYY-MM-DD,0,0,476.85,0,0,0,476.85,7.0,0
T000038,C0129,Ploy Chaiyo,unknown_C0129@unknown.local,M,Bangkok,2026-01-06,2026-01-06 17:00:00,Beauty,4,211.89,0.1,762.8,PromptPay,Completed,N,1,0,YYYY-MM-DD,0,0,762.8,0,0,0,762.8,17.0,0
T000143,C0169,Boss Kittikul,boss.kittikul169@example.com,M,Nakhon Ratchasima,2026-05-06,2026-05-06 13:00:00,Sports,3,161.97,0.0,485.91,Credit Card,Cancelled,N,0,0,YYYY/MM/DD,0,0,485.91,0,0,0,485.91,13.0,0
T000140,C0174,Ploy Kittikul,unknown_C0174@unknown.local,M,Chiang Mai,2026-03-02,2026-03-02 13:00:00,Sports,5,138.85,0.1,624.83,PromptPay,Completed,N,1,0,YYYY-MM-DD,0,0,624.83,0,0,0,624.83,13.0,0
T000220,C0178,Anan Wongsa,anan.wongsa178@example.com,M,Khon Kaen,2026-03-18,2026-03-18 06:00:00,Home,1,221.19,0.05,210.13,Cash on Delivery,Completed,N,0,0,YYYY-MM-DD,0,0,210.13,0,0,0,210.13,6.0,0
T000014,C0144,Gun Sukjai,unknown_C0144@unknown.local,M,Phuket,2026-01-29,2026-01-29 18:00:00,Home,3,172.11,0.0,516.33,Bank Transfer,Processing,N,1,0,MM/DD/YYYY,0,0,516.33,0,0,0,516.33,18.0,0
T000272,C0029,Aom Pattanakul,aom.pattanakul29@example.com,F,Bangkok,2026-04-27,2026-04-27 10:00:00,Sports,3,185.42,0.0,556.26,PromptPay,Cancelled,N,0,0,YYYY-MM-DD,0,0,556.26,0,0,0,556.26,10.0,0
T000534,C0086,Korn Dechawat,korn.dechawat86@example.com,F,Nakhon Ratchasima,2026-06-18,2026-06-18 01:00:00,Fashion,6,259.77,0.05,1480.69,Credit Card,Cancelled,N,0,0,MM/DD/YYYY,0,0,1480.69,0,0,0,1480.69,1.0,0
T000582,C0034,Fah Pattanakul,fah.pattanakul34@example.com,M,Chiang Mai,2026-03-21,2026-03-21 02:00:00,Electronics,4,138.78,0.0,555.12,PromptPay,Processing,N,0,0,YYYY-MM-DD,0,0,555.12,0,0,0,555.12,2.0,0
T000001,C0132,Fah Saelim,fah.saelim132@example.com,M,Khon Kaen,2026-02-10,2026-02-10 02:00:00,Electronics,4,199.57,0.0,798.28,Credit Card,Completed,N,0,0,YYYY-MM-DD,0,0,798.28,0,0,0,798.28,2.0,0
T000346,C0127,Fah Rattanakul,fah.rattanakul127@example.com,F,Rayong,2026-05-26,2026-05-26 08:00:00,Beauty,6,301.38,0.0,1808.28,Credit Card,Cancelled,N,0,0,YYYY-MM-DD,0,0,1808.28,0,0,0,1808.28,8.0,0
T000529,C0179,Jane Chaiyo,jane.chaiyo179@example.com,F,Chanthaburi,2026-03-20,2026-03-20 07:00:00,Home,5,386.42,0.2,1545.68,Credit Card,Returned,N,0,0,YYYY-MM-DD,0,0,1545.68,0,0,0,1545.68,7.0,0
T000435,C0026,Mook Wongsa,mook.wongsa26@example.com,M,Chiang Mai,2026-03-08,2026-03-12 16:00:00,Beauty,5,120.9,0.1,544.05,Cash on Delivery,Returned,N,0,0,YYYY-MM-DD,0,0,544.05,0,0,0,544.05,112.0,1
T000574,C0041,Tee Chaiyo,tee.chaiyo41@example.com,M,Chonburi,2026-06-22,2026-06-22 08:00:00,Fashion,0,189.02,0.2,151.22,Credit Card,Cancelled,N,0,0,YYYY-MM-DD,0,1,0.0,1,0,0,151.22,8.0,0
T000413,C0047,Ploy Saelim,ploy.saelim47@example.com,F,Khon Kaen,2026-04-11,2026-04-11 13:00:00,Food,1,439.01,0.1,395.11,Bank Transfer,Returned,N,0,0,DD/MM/YYYY,0,0,395.11,0,0,0,395.11,13.0,0
T000111,C0105,Korn Sukjai,korn.sukjai105@example.com,F,Rayong,2026-01-28,2026-01-28 04:00:00,Beauty,3,163.24,0.0,489.72,Bank Transfer,Completed,N,0,0,YYYY-MM-DD,0,0,489.72,0,0,0,489.72,4.0,0
T000513,C0023,Beam Boonmee,beam.boonmee23@example.com,M,Khon Kaen,2026-03-09,2026-03-09 05:00:00,Electronics,5,288.21,0.05,1369.0,PromptPay,Completed,Y,0,0,YYYY-MM-DD,0,0,1369.0,0,0,0,1369.0,5.0,0
T000104,C0065,Pim Srisawat,pim.srisawat65@example.com,M,Nakhon Ratchasima,2026-01-07,2026-01-07 12:00:00,Electronics,3,340.28,0.05,969.8,Cash on Delivery,Processing,N,0,0,YYYY-MM-DD,0,0,969.8,0,0,0,969.8,12.0,0
T000393,C0040,Pim Srisawat,pim.srisawat40@example.com,M,Rayong,2026-02-13,2026-02-13 09:00:00,Fashion,6,90.22,0.0,-1.0,Bank Transfer,Completed,N,0,0,YYYY-MM-DD,0,0,541.32,1,0,0,-1.0,9.0,0
T000196,C0089,May Sukjai,may.sukjai89@example.com,F,Unknown,2026-04-18,2026-04-18 06:00:00,Home,2,166.53,0.1,299.75,Bank Transfer,Returned,N,0,1,YYYY-MM-DD,0,0,299.75,0,0,0,299.75,6.0,0
T000375,C0108,Anan Khamdee,anan.khamdee108@example.com,M,Nakhon Ratchasima,2026-01-09,2026-01-09 09:00:00,Fashion,6,480.57,0.0,2092.5,Cash on Delivery,Completed,N,0,0,YYYY-MM-DD,0,0,2883.42,0,0,1,2883.42,9.0,0
T000306,C0136,Nont Kittikul,nont.kittikul136@example.com,F,Khon Kaen,2026-04-22,2026-04-22 04:00:00,Beauty,4,74.59,0.2,238.69,Credit Card,Processing,N,0,0,YYYY/MM/DD,0,0,238.69,0,0,0,238.69,4.0,0
T000442,C0136,Nont Kittikul,unknown_C0136@unknown.local,F,Khon Kaen,2026-01-30,2026-01-30 13:00:00,Fashion,5,329.1,0.15,1398.67,Cash on Delivery,Completed,N,1,0,DD/MM/YYYY,0,0,1398.68,0,0,0,1398.67,13.0,0
T000337,C0096,Korn Dechawat,korn.dechawat96@example.com,M,Chonburi,2026-05-13,2026-05-13 19:00:00,Electronics,3,373.15,0.0,1119.45,Credit Card,Cancelled,N,0,0,DD/MM/YYYY,0,0,1119.45,0,0,0,1119.45,19.0,0
T000012,C0032,Bank Dechawat,bank.dechawat32@example.com,F,Nakhon Ratchasima,2026-04-02,2026-04-02 12:00:00,Fashion,4,303.9,0.15,1033.26,Credit Card,Returned,N,0,0,DD/MM/YYYY,0,0,1033.26,0,0,0,1033.26,12.0,0
T000444,C0014,Beam Thongdee,beam.thongdee14@example.com,M,Chonburi,2026-03-02,2026-03-02 14:00:00,Food,2,466.56,0.0,933.12,Cash on Delivery,Returned,N,0,0,YYYY-MM-DD,0,0,933.12,0,0,0,933.12,14.0,0
T000537,C0072,Tee Lertprasert,tee.lertprasert72@example.com,F,Chanthaburi,2026-04-15,2026-04-15 12:00:00,Fashion,4,351.31,0.2,1124.19,Credit Card,Completed,N,0,0,YYYY-MM-DD,0,0,1124.19,0,0,0,1124.19,12.0,0
T000525,C0080,May Kittikul,unknown_C0080@unknown.local,F,Khon Kaen,2026-04-16,2026-04-16 16:00:00,Fashion,3,670.66,0.0,2011.98,Cash on Delivery,Cancelled,N,1,0,YYYY-MM-DD,0,0,2011.98,0,0,0,2011.98,16.0,0
T000461,C0008,Ice Rattanakul,ice.rattanakul8@example.com,M,Chiang Mai,2026-02-18,2026-02-18 10:00:00,Home,5,538.57,0.0,2092.5,Credit Card,Completed,N,0,0,YYYY-MM-DD,0,0,2692.85,0,0,1,2692.85,10.0,0
T000483,C0167,Anan Sukjai,anan.sukjai167@example.com,M,Nakhon Ratchasima,2026-02-18,2026-02-18 02:00:00,Home,2,132.25,0.05,251.27,Cash on Delivery,Cancelled,N,0,0,YYYY-MM-DD,0,0,251.27,0,0,0,251.27,2.0,0
T000484,C0016,Korn Lertprasert,unknown_C0016@unknown.local,M,Khon Kaen,2026-03-29,2026-03-29 10:00:00,Electronics,1,152.78,0.05,145.14,Bank Transfer,Completed,N,1,0,DD/MM/YYYY,0,0,145.14,0,0,0,145.14,10.0,0
T000321,C0169,Boss Kittikul,boss.kittikul169@example.com,M,Nakhon Ratchasima,2026-01-20,2026-01-20 14:00:00,Fashion,6,199.84,0.1,1079.14,Credit Card,Processing,N,0,0,YYYY-MM-DD,0,0,1079.14,0,0,0,1079.14,14.0,0
T000585,C0144,Gun Sukjai,gun.sukjai144@example.com,M,Phuket,2026-02-26,2026-02-26 17:00:00,Home,6,173.04,0.1,934.42,PromptPay,Returned,N,0,0,YYYY-MM-DD,0,0,934.42,0,0,0,934.42,17.0,0
T900004,C0144,Gun Sukjai,gun.sukjai144@example.com,M,Phuket,2026-06-15,2026-06-15 19:00:00,Fashion,4,307.1,0.1,680.15,Credit Card,Returned,N,0,0,DD-MM-YYYY,0,0,1105.56,1,0,0,680.15,19.0,0
T000308,C0141,Korn Phromla,korn.phromla141@example.com,M,Khon Kaen,2026-03-06,2026-03-06 09:00:00,Electronics,6,147.42,0.0,884.52,Cash on Delivery,Completed,N,0,0,YYYY-MM-DD,0,0,884.52,0,0,0,884.52,9.0,0
T000331,C0026,Mook Wongsa,mook.wongsa26@example.com,M,Chiang Mai,2026-02-20,2026-02-20 19:00:00,Sports,4,132.13,0.05,502.09,Credit Card,Cancelled,N,0,0,YYYY/MM/DD,0,0,502.09,0,0,0,502.09,19.0,0
T000334,C0033,Pim Srisawat,pim.srisawat33@example.com,M,Rayong,2026-02-27,2026-02-27 02:00:00,Electronics,1,479.61,0.15,407.67,PromptPay,Returned,N,0,0,YYYY-MM-DD,0,0,407.67,0,0,0,407.67,2.0,0
T000276,C0006,Pim Khamdee,unknown_C0006@unknown.local,M,Nakhon Ratchasima,2026-05-19,2026-05-19 11:00:00,Fashion,6,118.86,0.1,641.84,Cash on Delivery,Completed,N,1,0,YYYY-MM-DD,0,0,641.84,0,0,0,641.84,11.0,0
T000380,C0020,New Chaiyo,new.chaiyo20@example.com,M,Unknown,2026-04-12,2026-04-12 13:00:00,Fashion,1,147.16,0.05,139.8,Credit Card,Completed,N,0,1,YYYY-MM-DD,0,0,139.8,0,0,0,139.8,13.0,0
T000593,C0138,Mint Dechawat,mint.dechawat138@example.com,M,Khon Kaen,2026-06-11,2026-06-11 13:00:00,Electronics,6,164.61,0.05,938.28,Bank Transfer,Completed,N,0,0,MM/DD/YYYY,0,0,938.28,0,0,0,938.28,13.0,0
T000228,C0111,New Rattanakul,new.rattanakul111@example.com,M,Bangkok,2026-03-25,2026-03-25 02:00:00,Electronics,4,72.06,0.1,259.42,Bank Transfer,Processing,N,0,0,YYYY/MM/DD,0,0,259.42,0,0,0,259.42,2.0,0
T000405,C0126,Ploy Maneerat,ploy.maneerat126@example.com,F,Phuket,2026-04-25,2026-04-25 11:00:00,Sports,2,136.56,0.15,232.15,PromptPay,Returned,N,0,0,DD/MM/YYYY,0,0,232.15,0,0,0,232.15,11.0,0
T000403,C0076,Pim Phromla,pim.phromla76@example.com,M,Chanthaburi,2026-03-11,2026-03-11 02:00:00,Home,5,776.68,0.1,2092.5,Bank Transfer,Cancelled,N,0,0,DD-MM-YYYY,0,0,3495.06,0,0,1,3495.06,2.0,0
T000482,C0067,May Pattanakul,unknown_C0067@unknown.local,M,Chonburi,2026-01-03,2026-01-03 01:00:00,Home,1,237.37,0.1,213.63,Credit Card,Cancelled,N,1,0,YYYY-MM-DD,0,0,213.63,0,0,0,213.63,1.0,0
T000270,C0160,Mint Kittikul,mint.kittikul160@example.com,F,Chiang Mai,2026-01-23,2026-01-23 04:00:00,Home,4,82.86,0.05,314.87,Cash on Delivery,Processing,N,0,0,YYYY-MM-DD,0,0,314.87,0,0,0,314.87,4.0,0
T000396,C0110,Mook Srisawat,mook.srisawat110@example.com,F,Nakhon Ratchasima,2026-01-19,2026-01-19 14:00:00,Beauty,1,195.61,0.1,176.05,Credit Card,Completed,N,0,0,DD/MM/YYYY,0,0,176.05,0,0,0,176.05,14.0,0
T000175,C0064,Ploy Thongdee,ploy.thongdee64@example.com,F,Phuket,2026-02-16,2026-02-16 03:00:00,Beauty,4,472.97,0.1,1702.69,PromptPay,Processing,N,0,0,DD-MM-YYYY,0,0,1702.69,0,0,0,1702.69,3.0,0
T000347,C0157,Nont Rattanakul,nont.rattanakul157@example.com,F,Khon Kaen,2026-05-16,2026-05-16 07:00:00,Food,3,282.51,0.1,762.78,Credit Card,Returned,N,0,0,YYYY-MM-DD,0,0,762.78,0,0,0,762.78,7.0,0
T000318,C0060,Tee Maneerat,tee.maneerat60@example.com,M,Rayong,2026-06-18,2026-06-18 11:00:00,Sports,5,119.93,0.1,539.69,PromptPay,Processing,N,0,0,MM/DD/YYYY,0,0,539.69,0,0,0,539.69,11.0,0
T000383,C0076,Pim Phromla,pim.phromla76@example.com,M,Chanthaburi,2026-01-19,2026-01-19 01:00:00,Home,2,141.51,0.15,240.57,Credit Card,Cancelled,N,0,0,MM/DD/YYYY,0,0,240.57,0,0,0,240.57,1.0,0
T000394,C0098,Film Lertprasert,film.lertprasert98@example.com,F,Khon Kaen,2026-05-06,2026-05-06 06:00:00,Food,1,206.5,0.0,206.5,Bank Transfer,Processing,Y,0,0,DD/MM/YYYY,0,0,206.5,0,0,0,206.5,6.0,0
T000397,C0106,Korn Srisawat,korn.srisawat106@example.com,M,Rayong,2026-03-24,2026-03-24 04:00:00,Food,4,106.73,0.0,426.92,Bank Transfer,Completed,N,0,0,DD/MM/YYYY,0,0,426.92,0,0,0,426.92,4.0,0
T000240,C0007,Jane Saelim,jane.saelim7@example.com,M,Chiang Mai,2026-02-09,2026-02-09 09:00:00,Beauty,5,201.04,0.15,854.42,Cash on Delivery,Processing,N,0,0,MM/DD/YYYY,0,0,854.42,0,0,0,854.42,9.0,0
T000091,C0084,Film Thongdee,film.thongdee84@example.com,F,Bangkok,2026-01-16,2026-01-16 09:00:00,Home,2,180.02,0.0,360.04,Bank Transfer,Cancelled,N,0,0,YYYY/MM/DD,0,0,360.04,0,0,0,360.04,9.0,0
T000185,C0041,Tee Chaiyo,tee.chaiyo41@example.com,M,Chonburi,2026-04-23,2026-04-23 17:00:00,Food,1,188.03,0.15,159.83,PromptPay,Processing,N,0,0,YYYY-MM-DD,0,0,159.83,0,0,0,159.83,17.0,0
T000458,C0092,Tee Wongsa,tee.wongsa92@example.com,F,Chanthaburi,2026-06-25,2026-06-25 15:00:00,Home,2,243.54,0.0,487.08,PromptPay,Cancelled,Y,0,0,YYYY-MM-DD,0,0,487.08,0,0,0,487.08,15.0,0
T000359,C0058,Anan Wongsa,unknown_C0058@unknown.local,F,Khon Kaen,2026-03-26,2026-03-26 18:00:00,Beauty,5,298.54,0.0,1492.7,Bank Transfer,Completed,N,1,0,YYYY-MM-DD,0,0,1492.7,0,0,0,1492.7,18.0,0
T000524,C0061,Tee Maneerat,unknown_C0061@unknown.local,M,Chiang Mai,2026-03-24,2026-03-24 12:00:00,Beauty,3,162.12,0.1,437.72,Credit Card,Returned,N,1,0,DD/MM/YYYY,0,0,437.72,0,0,0,437.72,12.0,0
T000342,C0065,Pim Srisawat,pim.srisawat65@example.com,M,Nakhon Ratchasima,2026-06-07,2026-06-07 14:00:00,Beauty,1,55.08,0.05,52.33,Cash on Delivery,Processing,N,0,0,DD/MM/YYYY,0,0,52.33,0,0,0,52.33,14.0,0
T000022,C0111,New Rattanakul,new.rattanakul111@example.com,M,Bangkok,2026-02-04,2026-02-04 13:00:00,Food,6,91.54,0.0,440.2,PromptPay,Cancelled,N,0,0,DD-MM-YYYY,0,0,549.24,1,0,0,440.2,13.0,0
T000236,C0138,Mint Dechawat,mint.dechawat138@example.com,M,Khon Kaen,2026-01-15,2026-01-15 16:00:00,Electronics,2,243.3,0.1,437.94,PromptPay,Returned,N,0,0,YYYY/MM/DD,0,0,437.94,0,0,0,437.94,16.0,0
T000150,C0011,Mint Rattanakul,mint.rattanakul11@example.com,F,Unknown,2026-02-22,2026-02-22 18:00:00,Sports,4,155.35,0.2,497.12,Credit Card,Unknown,N,0,1,YYYY-MM-DD,0,0,497.12,0,1,0,497.12,18.0,0
T000416,C0036,Film Maneerat,film.maneerat36@example.com,F,Chonburi,2026-03-29,2026-03-29 13:00:00,Beauty,2,112.29,0.0,224.58,PromptPay,Completed,N,0,0,DD/MM/YYYY,0,0,224.58,0,0,0,224.58,13.0,0
T000166,C0134,Pim Wongsa,pim.wongsa134@example.com,M,Chanthaburi,2026-02-23,2026-02-23 07:00:00,Home,1,269.63,0.05,256.15,Credit Card,Returned,N,0,0,MM/DD/YYYY,0,0,256.15,0,0,0,256.15,7.0,0
T000275,C0007,Jane Saelim,jane.saelim7@example.com,M,Chiang Mai,2026-03-21,2026-03-21 17:00:00,Beauty,5,167.2,0.0,836.0,Cash on Delivery,Returned,N,0,0,YYYY-MM-DD,0,0,836.0,0,0,0,836.0,17.0,0
T000600,C0151,Mook Thongdee,mook.thongdee151@example.com,M,Bangkok,2026-05-02,2026-05-02 02:00:00,Beauty,2,344.51,0.05,654.57,PromptPay,Returned,N,0,0,MM/DD/YYYY,0,0,654.57,0,0,0,654.57,2.0,0
T000326,C0068,Beam Sukjai,beam.sukjai68@example.com,F,Bangkok,2026-04-15,2026-04-15 06:00:00,Home,4,530.24,0.1,1908.86,Credit Card,Completed,N,0,0,MM/DD/YYYY,0,0,1908.86,0,0,0,1908.86,6.0,0
T000350,C0157,Nont Rattanakul,nont.rattanakul157@example.com,F,Khon Kaen,2026-01-11,2026-01-11 19:00:00,Beauty,2,303.06,0.0,606.12,Cash on Delivery,Returned,N,0,0,YYYY-MM-DD,0,0,606.12,0,0,0,606.12,19.0,0
T000594,C0109,Jane Thongdee,jane.thongdee109@example.com,F,Bangkok,2026-03-10,2026-03-10 02:00:00,Beauty,4,351.63,0.1,1265.87,PromptPay,Processing,N,0,0,DD-MM-YYYY,0,0,1265.87,0,0,0,1265.87,2.0,0
T000057,C0177,Ice Lertprasert,unknown_C0177@unknown.local,M,Chiang Mai,2026-01-24,2026-01-25 20:00:00,Food,2,99.51,0.0,197.76,Credit Card,Processing,N,1,0,YYYY-MM-DD,0,0,199.02,1,0,0,197.76,44.0,1
T000176,C0013,Narin Wongsa,narin.wongsa13@example.com,F,Khon Kaen,2026-01-17,2026-01-20 13:00:00,Fashion,6,408.72,0.05,2092.5,PromptPay,Processing,N,0,0,YYYY-MM-DD,0,0,2329.7,0,0,1,2329.7,85.0,1
T000278,C0043,Beam Rattanakul,unknown_C0043@unknown.local,M,Bangkok,2026-04-02,2026-04-02 10:00:00,Sports,6,161.62,0.05,921.23,Bank Transfer,Completed,N,1,0,DD/MM/YYYY,0,0,921.23,0,0,0,921.23,10.0,0
T000157,C0046,Nont Boonmee,nont.boonmee46@example.com,F,Chiang Mai,2026-06-22,2026-06-22 19:00:00,Food,5,191.71,0.0,958.55,PromptPay,Returned,N,0,0,DD/MM/YYYY,0,0,958.55,0,0,0,958.55,19.0,0
T000445,C0021,May Boonmee,may.boonmee21@example.com,F,Nakhon Ratchasima,2026-04-18,2026-04-18 11:00:00,Food,2,156.01,0.2,249.62,Credit Card,Processing,N,0,0,DD/MM/YYYY,0,0,249.62,0,0,0,249.62,11.0,0
T000540,C0113,Tee Dechawat,tee.dechawat113@example.com,M,Rayong,2026-03-10,2026-03-10 07:00:00,Food,5,179.32,0.05,851.77,Bank Transfer,Completed,N,0,0,MM/DD/YYYY,0,0,851.77,0,0,0,851.77,7.0,0
T000282,C0113,Tee Dechawat,tee.dechawat113@example.com,M,Rayong,2026-05-06,2026-05-06 19:00:00,Sports,6,183.9,0.05,11530.53,PromptPay,Cancelled,Y,0,0,MM/DD/YYYY,0,0,1048.23,1,0,0,11530.53,19.0,0
T000298,C0101,Boss Phromla,boss.phromla101@example.com,M,Bangkok,2026-03-11,2026-03-11 13:00:00,Beauty,2,187.88,0.1,3043.62,Bank Transfer,Returned,Y,0,0,YYYY-MM-DD,0,0,338.18,1,0,0,3043.62,13.0,0
T000148,C0080,May Kittikul,may.kittikul80@example.com,F,Khon Kaen,2026-05-23,2026-05-23 02:00:00,Fashion,6,350.59,0.0,2092.5,Bank Transfer,Processing,N,0,0,MM/DD/YYYY,0,0,2103.54,0,0,1,2103.54,2.0,0
T000426,C0072,Tee Lertprasert,tee.lertprasert72@example.com,F,Chanthaburi,2026-03-31,2026-03-31 15:00:00,Sports,2,247.84,0.2,396.54,Bank Transfer,Returned,N,0,0,YYYY-MM-DD,0,0,396.54,0,0,0,396.54,15.0,0
T000550,C0175,Boss Khamdee,boss.khamdee175@example.com,F,Nakhon Ratchasima,2026-01-01,2026-01-01 14:00:00,Electronics,5,128.66,0.0,643.3,Cash on Delivery,Completed,N,0,0,YYYY-MM-DD,0,0,643.3,0,0,0,643.3,14.0,0
T000374,C0128,Ploy Khamdee,ploy.khamdee128@example.com,M,Bangkok,2026-03-25,2026-03-25 06:00:00,Sports,3,198.33,0.05,565.24,Bank Transfer,Completed,N,0,0,YYYY-MM-DD,0,0,565.24,0,0,0,565.24,6.0,0
T000333,C0157,Nont Rattanakul,nont.rattanakul157@example.com,F,Khon Kaen,2026-03-20,2026-03-20 13:00:00,Food,4,88.38,0.2,282.82,PromptPay,Cancelled,N,0,0,YYYY-MM-DD,0,0,282.82,0,0,0,282.82,13.0,0
T000073,C0076,Pim Phromla,pim.phromla76@example.com,M,Chanthaburi,2026-03-09,2026-03-09 12:00:00,Sports,6,101.8,0.0,610.8,Bank Transfer,Returned,N,0,0,YYYY-MM-DD,0,0,610.8,0,0,0,610.8,12.0,0
T000460,C0043,Beam Rattanakul,beam.rattanakul43@example.com,M,Bangkok,2026-06-07,2026-06-07 05:00:00,Sports,5,302.17,0.05,1435.31,Cash on Delivery,Completed,N,0,0,YYYY-MM-DD,0,0,1435.31,0,0,0,1435.31,5.0,0
T000032,C0017,Mook Rattanakul,mook.rattanakul17@example.com,F,Khon Kaen,2026-05-23,2026-05-23 17:00:00,Food,2,50.64,0.2,81.02,PromptPay,Completed,N,0,0,YYYY-MM-DD,0,0,81.02,0,0,0,81.02,17.0,0
T000234,C0002,Mint Thongdee,mint.thongdee2@example.com,F,Rayong,2026-06-19,2026-06-19 09:00:00,Home,5,100.99,0.05,479.7,Bank Transfer,Cancelled,N,0,0,DD/MM/YYYY,0,0,479.7,0,0,0,479.7,9.0,0
T000579,C0041,Tee Chaiyo,tee.chaiyo41@example.com,M,Chonburi,2026-03-25,2026-03-25 02:00:00,Sports,4,372.19,0.2,1191.01,Bank Transfer,Processing,Y,0,0,YYYY/MM/DD,0,0,1191.01,0,0,0,1191.01,2.0,0
T000404,C0125,May Lertprasert,may.lertprasert125@example.com,F,Rayong,2026-06-07,2026-06-07 18:00:00,Fashion,2,324.16,0.2,518.66,PromptPay,Processing,N,0,0,YYYY-MM-DD,0,0,518.66,0,0,0,518.66,18.0,0
T000301,C0128,Ploy Khamdee,ploy.khamdee128@example.com,M,Bangkok,2026-01-19,2026-01-19 03:00:00,Food,6,152.16,0.0,912.96,Credit Card,Cancelled,N,0,0,MM/DD/YYYY,0,0,912.96,0,0,0,912.96,3.0,0
T000235,C0008,Ice Rattanakul,ice.rattanakul8@example.com,M,Chiang Mai,2026-01-13,2026-01-13 16:00:00,Electronics,6,44.37,0.05,252.91,Credit Card,Completed,N,0,0,DD/MM/YYYY,0,0,252.91,0,0,0,252.91,16.0,0
T000494,C0016,Korn Lertprasert,korn.lertprasert16@example.com,M,Khon Kaen,2026-04-22,2026-04-22 09:00:00,Food,3,394.57,0.0,1183.71,Cash on Delivery,Returned,N,0,0,DD/MM/YYYY,0,0,1183.71,0,0,0,1183.71,9.0,0
T000443,C0162,Aom Dechawat,aom.dechawat162@example.com,M,Rayong,2026-04-28,2026-04-28 13:00:00,Home,6,120.21,0.0,721.26,PromptPay,Completed,N,0,0,YYYY-MM-DD,0,0,721.26,0,0,0,721.26,13.0,0
T000083,C0056,Mint Maneerat,mint.maneerat56@example.com,M,Rayong,2026-03-09,2026-03-09 17:00:00,Food,5,244.91,0.0,1224.55,Cash on Delivery,Processing,N,0,0,YYYY/MM/DD,0,0,1224.55,0,0,0,1224.55,17.0,0
T000428,C0112,Pim Rattanakul,pim.rattanakul112@example.com,M,Phuket,2026-02-03,2026-02-03 03:00:00,Fashion,-3,161.2,0.05,306.28,PromptPay,Processing,N,0,0,YYYY-MM-DD,0,1,-459.42,1,0,0,306.28,3.0,0
T000454,C0033,Pim Srisawat,pim.srisawat33@example.com,M,Rayong,2026-06-11,2026-06-11 01:00:00,Sports,2,233.48,0.05,443.61,PromptPay,Processing,N,0,0,YYYY-MM-DD,0,0,443.61,0,0,0,443.61,1.0,0
T000125,C0044,Gun Phromla,gun.phromla44@example.com,F,Chonburi,2026-06-14,2026-06-14 16:00:00,Home,1,71.84,0.0,71.84,Credit Card,Processing,N,0,0,YYYY-MM-DD,0,0,71.84,0,0,0,71.84,16.0,0
T000245,C0083,Beam Srisawat,beam.srisawat83@example.com,M,Chiang Mai,2026-02-26,2026-02-26 14:00:00,Food,3,266.88,0.0,800.64,PromptPay,Processing,N,0,0,YYYY-MM-DD,0,0,800.64,0,0,0,800.64,14.0,0
T000296,C0030,May Thongdee,may.thongdee30@example.com,M,Nakhon Ratchasima,2026-03-25,2026-03-25 17:00:00,Electronics,4,169.87,0.1,611.53,PromptPay,Completed,N,0,0,YYYY/MM/DD,0,0,611.53,0,0,0,611.53,17.0,0
T000195,C0047,Ploy Saelim,ploy.saelim47@example.com,F,Khon Kaen,2026-05-05,2026-05-05 01:00:00,Food,4,319.22,0.0,1276.88,Credit Card,Completed,N,0,0,YYYY-MM-DD,0,0,1276.88,0,0,0,1276.88,1.0,0
